icd_code,disease_name,chapter,synonyms,short_desc
K682,Retroperitoneal fibrosis,Digestive,,"Retroperitoneal fibrosis is a rare condition where scar tissue grows in the abdominal cavity, often causing pain and bowel issues."
K700,Alcoholic fatty liver,Digestive,,Alcoholic fatty liver is a condition where the liver becomes inflamed and damaged due to excessive drinking.
K710,Toxic liver disease with cholestasis,Digestive,,"A condition where the liver becomes inflamed and unable to properly process bile, leading to serious health problems."
K730,"Chronic persistent hepatitis, not elsewhere classified",Digestive,,A rare and serious liver disease that doesn't fit into any other known category.
K741,Hepatic sclerosis,Digestive,,Hepatic sclerosis is a condition where the liver's tiny blood vessels become scarred and narrow over time.
K750,Abscess of liver,Digestive,,An abscess of the liver is a painful lump that forms when bacteria infect and cause inflammation in the liver.
L011,Impetiginization of other dermatoses,Skin,,It's when a skin condition like eczema or acne becomes infected and spreads to other areas of the body.
L040,"Acute lymphadenitis of face, head and neck",Skin,,"It's a rare condition where the lymph nodes in your face, head, and neck become inflamed suddenly."
L080,Pyoderma,Skin,,A skin rash caused by bacterial infection and inflammation.
L100,Pemphigus vulgaris,Skin,,An autoimmune disease that causes blisters on the skin's surface.
L110,Acquired keratosis follicularis,Skin,,A harmless growth on the skin that can be itchy or painful.
L120,Bullous pemphigoid,Skin,,A condition where the skin forms large blisters due to an immune response.
L130,Dermatitis herpetiformis,Skin,,A type of eczema characterized by intense itching and blistering skin.
L200,Besnier's prurigo,Skin,,"A skin rash caused by severe itching, often leading to open sores."
L210,Seborrhea capitis,Skin,,A common skin condition causing flaky scalp patches in children.
L230,Allergic contact dermatitis due to metals,Skin,,"A skin reaction triggered by contact with certain metals, such as nickel."
L240,Irritant contact dermatitis due to detergents,Skin,,A skin reaction that happens when people touch or wear things like soaps and cleaning products that irritate their skin.
L250,Unspecified contact dermatitis due to cosmetics,Skin,,A skin reaction caused by using cosmetics that you're not sure are safe or cause an allergic response.
L270,Generalized skin eruption due to drugs and medicaments taken internally,Skin,,A rash or skin reaction caused by certain medications you take inside your body.
L280,Lichen simplex chronicus,Skin,,It's a skin condition where the skin becomes itchy and inflamed due to repeated scratching or irritation.
L290,Pruritus ani,Skin,,It's a chronic itchiness in the bottom area that can be uncomfortable and frustrating to deal with.
L300,Nummular dermatitis,Skin,,"Nummular dermatitis is a skin condition that causes small, coin-shaped patches of itchy, scaly skin on the body."
L400,Psoriasis vulgaris,Skin,,"Psoriasis vulgaris is a common skin condition that causes red, scaly patches on the skin, often itchy and painful."
L410,Pityriasis lichenoides et varioliformis acuta,Skin,,"It's a rare skin condition that causes small, itchy bumps and scaly patches on the skin."
L430,Hypertrophic lichen planus,Skin,,"Hypertrophic lichen planus is a rare skin condition that causes thick, scaly patches on the skin and mucous membranes."
L440,Pityriasis rubra pilaris,Skin,,"Pityriasis rubra pilaris is a rare skin condition that causes red, scaly patches and small bumps on the skin."
L490,Exfoliation due to erythematous condition involving less than 10 percent of body surface,Skin,,This medical term refers to skin peeling caused by a mild redness that affects only a small part of the body.
L500,Allergic urticaria,Skin,,"Allergic urticaria is a skin reaction that causes itchy, swollen, and sometimes painful hives or welts."
L510,Nonbullous erythema multiforme,Skin,,"It's a skin condition that causes painful, itchy, and blistering rashes on the skin, often triggered by infections or medications."
L530,Toxic erythema,Skin,,Toxic erythema is a skin reaction that occurs when your body reacts badly to certain medicines or substances.
L550,Sunburn of first degree,Skin,,A mild sunburn that's easy to treat and usually doesn't cause serious problems or scarring.
L560,Drug phototoxic response,Skin,,A drug reaction that causes skin and sometimes other tissues to become severely damaged or discolored.
L570,Actinic keratosis,Skin,,"Actinic keratosis is a skin condition caused by sun damage, leading to small, rough patches on the skin."
L580,Acute radiodermatitis,Skin,,"Acute radiodermatitis is a painful skin condition caused by radiation exposure, often seen in cancer patients."
L590,Erythema ab igne [dermatitis ab igne],Skin,,Erythema ab igne is a skin condition caused by prolonged exposure to heat from things like lamps or heaters.
L600,Ingrowing nail,Skin,,"An ingrown nail is when the edge of your nail grows into your skin, causing pain and infection."
M009,"Pyogenic arthritis, unspecified",Musculoskeletal,,"Pyogenic arthritis, unspecified, is a type of joint infection that causes pain and swelling without knowing the exact cause."
M029,"Reactive arthropathy, unspecified",Musculoskeletal,,Reactive arthropathy means your joints become inflamed and stiff in response to an underlying condition or injury.
M041,Periodic fever syndromes,Musculoskeletal,,Periodic fever syndromes are a group of rare conditions that cause recurring episodes of high fever and other symptoms.
M059,"Rheumatoid arthritis with rheumatoid factor, unspecified",Musculoskeletal,,"A type of arthritis that causes joint pain and stiffness, often related to an abnormal protein in the blood."
M061,Adult-onset Still's disease,Musculoskeletal,,Adult-onset Still's disease is a rare condition where the immune system mistakenly attacks healthy tissues in the body.
M081,Juvenile ankylosing spondylitis,Musculoskeletal,,It's a rare condition where the spine and joints become stiff and inflamed in children and young people.
M109,"Gout, unspecified",Musculoskeletal,,"""Gout, unspecified"" means you have gout symptoms but the exact cause isn't known or diagnosed yet."
M119,"Crystal arthropathy, unspecified",Musculoskeletal,,"""Unspecified crystal arthropathy refers to joint pain and stiffness caused by an unknown type of crystal abnormality."
M129,"Arthropathy, unspecified",Musculoskeletal,,"Arthropathy, unspecified means your joints don't work properly, but the exact cause isn't known or diagnosed yet."
M130,"Polyarthritis, unspecified",Musculoskeletal,,"""Polyarthritis, unspecified"" means having joint pain and inflammation in multiple joints without a clear cause or diagnosis."
M150,Primary generalized (osteo)arthritis,Musculoskeletal,,"It's a type of arthritis that affects the joints, causing pain and stiffness in multiple parts of the body."
M160,Bilateral primary osteoarthritis of hip,Musculoskeletal,,"A type of arthritis that affects the joint in your hip, causing pain and stiffness."
M170,Bilateral primary osteoarthritis of knee,Musculoskeletal,,A type of arthritis that affects the joint between the thigh bone and shin bone in the knee.
M180,Bilateral primary osteoarthritis of first carpometacarpal joints,Musculoskeletal,,It's a type of arthritis that affects the small joint at the base of your thumb.
M247,Protrusio acetabuli,Musculoskeletal,,Protrusio acetabuli is a rare hip condition where the socket of the pelvis becomes abnormally deep and wide.
M259,"Joint disorder, unspecified",Musculoskeletal,,"""Joint disorder, unspecified"" means a problem with your joints that can't be identified or explained by a doctor."
M264,"Malocclusion, unspecified",Musculoskeletal,,"""Malocclusion, unspecified"" means the upper and lower teeth don't fit together properly without a specific reason being known."
M270,Developmental disorders of jaws,Musculoskeletal,,Developmental disorders of jaws refer to unusual growth patterns in the jawbone that can affect facial development.
M300,Polyarteritis nodosa,Musculoskeletal,,It's a rare blood vessel disease that causes inflammation and damage to the arteries throughout your body.
M310,Hypersensitivity angiitis,Musculoskeletal,,Hypersensitivity angiitis is a rare skin condition that causes inflammation and damage to blood vessels under the skin.
M320,Drug-induced systemic lupus erythematosus,Musculoskeletal,,A rare condition where certain medications trigger a type of arthritis that can cause inflammation and damage to joints.
M340,Progressive systemic sclerosis,Musculoskeletal,,Progressive systemic sclerosis is a chronic autoimmune disease that causes skin and internal organ damage over time.
M351,Other overlap syndromes,Musculoskeletal,,"""Other overlap syndromes"" refers to conditions where symptoms of two or more diseases overlap and are hard to diagnose."
M360,Dermato(poly)myositis in neoplastic disease,Musculoskeletal,,Dermatomyositis with cancer refers to a rare condition where skin and muscle inflammation occurs alongside a type of cancer.
M419,"Scoliosis, unspecified",Musculoskeletal,,"""Scoliosis, unspecified"" means the curvature of your spine that hasn't been diagnosed or explained by a doctor yet."
M429,"Spinal osteochondrosis, unspecified",Musculoskeletal,,"It's a condition where the spine doesn't grow properly, causing problems with bones and discs."
M433,Recurrent atlantoaxial dislocation with myelopathy,Musculoskeletal,,"A person's neck joint (atlas) slips out of place repeatedly, putting pressure on the spinal cord and nerves."
M450,Ankylosing spondylitis of multiple sites in spine,Musculoskeletal,,"A condition where the spine joints fuse together, causing stiffness and pain, often affecting multiple areas of the spine."
M461,"Sacroiliitis, not elsewhere classified",Musculoskeletal,,Inflammation in the joints where the spine meets the pelvis.
M479,"Spondylosis, unspecified",Musculoskeletal,,Degeneration of spinal discs without a specific cause.
M489,"Spondylopathy, unspecified",Musculoskeletal,,Muscle and joint pain in the spine without a known reason.
M519,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder",Musculoskeletal,,"Problems with the discs between vertebrae in the thoracic, thoracolumbar, and lumbosacral areas."
M530,Cervicocranial syndrome,Musculoskeletal,,Pain and discomfort in the neck and head due to muscle strain.
M542,Cervicalgia,Musculoskeletal,osteoporosis|Osteoporosis disorder|Osteoporosis disease,Osteoporosis within Diseases of the musculoskeletal system and connective tissue. Category-level grouping.
M609,"Myositis, unspecified",Musculoskeletal,,Inflammation of muscles without a specific cause or location.
M619,"Calcification and ossification of muscle, unspecified",Musculoskeletal,,Hardening and scarring of muscles without a known reason.
M623,Immobility syndrome (paraplegic),Musculoskeletal,,Loss of mobility due to severe spinal injury.
M654,Radial styloid tenosynovitis [de Quervain],Musculoskeletal,,"Radial styloid tenosynovitis, also known as de Quervain's disease, is a painful condition affecting the tendons on your wrist."
M660,Rupture of popliteal cyst,Musculoskeletal,,"A rupture in a lump near the knee joint that forms fluid, causing swelling and pain."
M719,"Bursopathy, unspecified",Musculoskeletal,,"""Bursopathy, unspecified"" means inflammation of the fluid-filled sacs that cushion joints and reduce friction in the body."
M720,Palmar fascial fibromatosis [Dupuytren],Musculoskeletal,,"It's a condition where scar tissue forms in the palm of your hand, causing fingers to bend or curl inward."
M769,"Unspecified enthesopathy, lower limb, excluding foot",Musculoskeletal,,Unspecified enthesopathy of the lower limbs means inflammation or irritation in the connective tissue where muscles and tendons attach.
M778,"Other enthesopathies, not elsewhere classified",Musculoskeletal,,This category includes rare or unusual conditions that don't fit into other medical categories.
M790,"Rheumatism, unspecified",Musculoskeletal,,"Rheumatism, unspecified, means your joints are aching or stiff without knowing the exact cause."
M810,Age-related osteoporosis without current pathological fracture,Musculoskeletal,,"A condition where bones become weak and brittle with age, increasing the risk of fractures."
M830,Puerperal osteomalacia,Musculoskeletal,,Puerperal osteomalacia is a condition where new mothers develop softening of the bones due to hormonal changes after childbirth.
M849,"Disorder of continuity of bone, unspecified",Musculoskeletal,,A condition where the bones in your body don't fit together properly without a specific reason being known.
M852,Hyperostosis of skull,Musculoskeletal,,Hyperostosis of the skull is a rare condition where extra bone grows on the outside of the skull.
M869,"Osteomyelitis, unspecified",Musculoskeletal,,"Osteomyelitis, unspecified, means an infection in the bone that can't be pinpointed to a specific cause or location."
M879,"Osteonecrosis, unspecified",Musculoskeletal,,"Osteonecrosis, unspecified, means the bone tissue has died due to lack of blood supply, often causing pain and disability."
N000,Acute nephritic syndrome with minor glomerular abnormality,Genitourinary,,"A kidney condition where the kidneys are inflamed and slightly damaged, leading to problems filtering waste from the blood."
N010,Rapidly progressive nephritic syndrome with minor glomerular abnormality,Genitourinary,,A rare kidney disease that causes rapid damage to the kidneys and affects their filtering ability.
N020,Recurrent and persistent hematuria with minor glomerular abnormality,Genitourinary,,This medical term means recurring blood in the urine due to a small problem with the kidneys' filtering units.
N030,Chronic nephritic syndrome with minor glomerular abnormality,Genitourinary,,It's a kidney condition where the kidneys don't work properly and have some small damage to the filtering units.
N040,Nephrotic syndrome with minor glomerular abnormality,Genitourinary,,"It's a kidney condition where the kidneys don't work properly, but not severely damaged."
N050,Unspecified nephritic syndrome with minor glomerular abnormality,Genitourinary,,It's a kidney condition where the kidneys don't work properly and show some small abnormalities in their filtering system.
N060,Isolated proteinuria with minor glomerular abnormality,Genitourinary,,This term describes a kidney condition where there's some protein in the urine and mild damage to the tiny filters.
N070,"Hereditary nephropathy, not elsewhere classified with minor glomerular abnormality",Genitourinary,,A rare kidney condition where the kidneys don't work properly due to a genetic issue.
N110,Nonobstructive reflux-associated chronic pyelonephritis,Genitourinary,,"A rare kidney infection caused by stomach acid flowing back up into the kidneys, leading to inflammation and damage."
N130,Hydronephrosis with ureteropelvic junction obstruction,Genitourinary,,"A blockage in the kidney's tube that prevents urine from flowing out, causing swelling and pain."
N140,Analgesic nephropathy,Genitourinary,,Analgesic nephropathy is a kidney disease caused by long-term use of painkillers like ibuprofen and aspirin.
N150,Balkan nephropathy,Genitourinary,,Balkan nephropathy is a rare kidney disease that affects people in certain parts of Eastern Europe and the Balkans.
N170,Acute kidney failure with tubular necrosis,Genitourinary,,It's a serious condition where the kidneys suddenly stop working properly due to damage from toxins or disease.
N181,"Chronic kidney disease, stage 1",Genitourinary,,"Chronic kidney disease, stage 1 means your kidneys are slightly damaged and need to be monitored closely."
N200,Calculus of kidney,Genitourinary,,"The ""calculus"" in your kidneys refers to small, hard deposits that can cause blockages and damage over time."
N210,Calculus in bladder,Genitourinary,,"""Calculus in the bladder"" refers to a medical condition where minerals and salts build up in the bladder."
N250,Renal osteodystrophy,Genitourinary,,Renal osteodystrophy is a condition that affects bone health in people with kidney disease or failure.
N261,Atrophy of kidney (terminal),Genitourinary,,Terminal kidney atrophy means the kidneys slowly shrink and stop working due to a severe underlying medical condition.
N270,"Small kidney, unilateral",Genitourinary,,"A small kidney on one side of the body, which can be a normal variation or sometimes cause issues."
N280,Ischemia and infarction of kidney,Genitourinary,,Kidney tissue damage due to poor blood flow or blockage.
N310,"Uninhibited neuropathic bladder, not elsewhere classified",Genitourinary,,Bladder control problems without an obvious cause.
N320,Bladder-neck obstruction,Genitourinary,ckd|CKD disorder|CKD disease,CKD within Diseases of the genitourinary system. Category-level grouping.
N340,Urethral abscess,Genitourinary,,Infection and swelling in the urethra.
N360,Urethral fistula,Genitourinary,,Abnormal connection between the urethra and other organs.
N390,"Urinary tract infection, site not specified",Genitourinary,,Bacterial infection in the urinary tract without a specific location.
N400,Benign prostatic hyperplasia without lower urinary tract symptoms,Genitourinary,,Enlargement of the prostate gland without symptoms.
N410,Acute prostatitis,Genitourinary,,Inflammation of the prostate gland due to infection.
N420,Calculus of prostate,Genitourinary,,Hardening or growth of prostate tissue.
N430,Encysted hydrocele,Genitourinary,,"An encysted hydrocele is a fluid-filled sac that forms around a testicle, usually due to scarring or injury."
N441,Cyst of tunica albuginea testis,Genitourinary,,A cyst on the outer layer of a man's testicle that can cause pain and discomfort.
N451,Epididymitis,Genitourinary,,Epididymitis is an inflammation of the tube that carries sperm from the testicles to the penis.
N468,Other male infertility,Genitourinary,,"""Other male infertility"" refers to problems that affect a man's ability to father children due to various reasons."
N470,"Adherent prepuce, newborn",Genitourinary,,A small piece of skin that covers the end of a baby boy's penis at birth.
N480,Leukoplakia of penis,Genitourinary,prostate disorder|Prostate disorder disorder|Prostate disorder disease,Prostate disorder within Diseases of the genitourinary system. Category-level grouping.
N490,Inflammatory disorders of seminal vesicle,Genitourinary,,Inflammatory disorders of the seminal vesicle can cause painful urination and infertility issues in men.
N500,Atrophy of testis,Genitourinary,,"""Atrophy of the testis"" means the shrinking or wasting away of the testicles due to illness or injury."
N521,Erectile dysfunction due to diseases classified elsewhere,Genitourinary,,This term refers to a condition where erectile problems are caused by another underlying medical issue.
N538,Other male sexual dysfunction,Genitourinary,,"""Other male sexual dysfunction"" refers to difficulties with sex that aren't related to erectile problems or low libido."
N610,Mastitis without abscess,Genitourinary,,Mastitis without abscess refers to inflammation of breast tissue that doesn't form a painful lump or pocket.
N630,Unspecified lump in unspecified breast,Genitourinary,,A doctor finds a non-cancerous growth or mass in the breast that can't be identified as a specific type.
N640,Fissure and fistula of nipple,Genitourinary,,A fissure or fistula of the nipple is an abnormal opening in the skin that can be painful and itchy.
N650,Deformity of reconstructed breast,Genitourinary,,A deformity of the reconstructed breast occurs when the new breast doesn't look or feel like a natural one.
N710,Acute inflammatory disease of uterus,Genitourinary,,Endometritis is a painful and sometimes serious infection that inflames the lining of the uterus.
N730,Acute parametritis and pelvic cellulitis,Genitourinary,,Acute parametritis and pelvic cellulitis are serious infections in the tissues around the uterus that can be life-threatening.
N750,Cyst of Bartholin's gland,Genitourinary,,A Cyst of Bartholin's gland is a small lump that forms when the Bartholin's gland gets blocked or infected.
R000,"Tachycardia, unspecified",Symptoms and signs,,A rapid heartbeat that's not caused by a known medical condition or medication.
R010,Benign and innocent cardiac murmurs,Symptoms and signs,,"These are normal sounds heard in the heart when it beats, usually harmless and not a cause for concern."
R030,"Elevated blood-pressure reading, without diagnosis of hypertension",Symptoms and signs,,"A reading that's higher than normal, but not high enough to be considered a medical condition or diagnosis."
R040,Epistaxis,Symptoms and signs,,Epistaxis is a medical term for nosebleeds that can be caused by various factors like dry air or injury.
R051,Acute cough,Symptoms and signs,,"An acute cough is a sudden, sharp cough that lasts for less than three weeks and usually goes away on its own."
R061,Stridor,Symptoms and signs,,Stridor is a high-pitched sound that occurs when air passes through an obstruction in the throat or windpipe.
R070,Pain in throat,Symptoms and signs,,"A sore or painful feeling in your throat can be caused by a cold, allergies, or an infection."
R091,Pleurisy,Symptoms and signs,,Pleurisy is an inflammation of the lining around the lungs that can cause chest pain and difficulty breathing.
R100,Acute abdomen,Symptoms and signs,,"Your abdomen is suddenly painful and tender, often accompanied by vomiting or fever."
R110,Nausea,Symptoms and signs,,Feeling queasy or sick to your stomach without an obvious reason.
R130,Aphagia,Symptoms and signs,,A feeling of not being able to swallow food or drink.
R140,Abdominal distension (gaseous),Symptoms and signs,,Your belly is swollen due to gas or fluid accumulation.
R150,Incomplete defecation,Symptoms and signs,,Having trouble passing stool or feeling like you're not fully emptied.
R160,"Hepatomegaly, not elsewhere classified",Symptoms and signs,,"A large liver that can be felt through the skin, often in people with unknown causes."
R180,Malignant ascites,Symptoms and signs,,A buildup of fluid in the abdomen that's caused by cancer.
R192,Visible peristalsis,Symptoms and signs,,Visible movements of food or liquid through your digestive tract.
R200,Anesthesia of skin,Symptoms and signs,,"""Anesthesia of the skin refers to a temporary numbness or loss of sensation in the skin's surface."
R220,"Localized swelling, mass and lump, head",Symptoms and signs,,This phrase refers to a swollen area or growth on the body that can be painful and uncomfortable.
R230,Cyanosis,Symptoms and signs,,Cyanosis is a condition where your skin turns blue or purple due to too much oxygen not being delivered.
R250,Abnormal head movements,Symptoms and signs,,"""Abnormal head movements"" refers to unusual or uncontrolled movements of the head that can be a symptom of an underlying condition."
R260,Ataxic gait,Symptoms and signs,,Ataxic gait is a type of walking problem where your legs have trouble coordinating movements and balance.
R270,"Ataxia, unspecified",Symptoms and signs,,"""Ataxia, unspecified"" means a person has problems with balance and coordination that can't be explained by another condition."
R290,Tetany,Symptoms and signs,,Tetany is a condition where your muscles cramp up or feel weak due to low calcium levels in the blood.
R300,Dysuria,Symptoms and signs,,"Dysuria is a medical term for painful or burning urination, often accompanied by discomfort while passing urine."
R310,Gross hematuria,Symptoms and signs,,Gross hematuria means there's visible blood in your urine that can be seen with the naked eye.
R330,Drug induced retention of urine,Symptoms and signs,,"""Drug-induced retention of urine"" means your body can't hold pee properly due to certain medications."
R350,Frequency of micturition,Symptoms and signs,,The frequency of micturition refers to how often you need to urinate throughout the day.
R360,Urethral discharge without blood,Symptoms and signs,,"A yellow or white liquid comes out of the penis that's not bloody, often caused by a bacterial infection."
R390,Extravasation of urine,Symptoms and signs,,Extravasation of urine means that urine leaks out of the body through a cut or opening in the skin.
R400,Somnolence,Symptoms and signs,,Somnolence is a feeling of drowsiness or excessive sleepiness that can be uncomfortable and disrupt daily activities.
R410,"Disorientation, unspecified",Symptoms and signs,,"""Disorientation, unspecified"" means you're feeling confused and can't tell time, date, or location, but the cause isn't known."
R430,Anosmia,Symptoms and signs,,"Anosmia is a condition where you lose your sense of smell, making it hard to detect certain tastes and odors."
R440,Auditory hallucinations,Symptoms and signs,,"Auditory hallucinations are when people hear sounds or voices that aren't really there, like in their own minds."
R450,Nervousness,Symptoms and signs,,"Nervousness is a feeling of anxiety or worry that can make you feel shaky, anxious, and unsure about things."
R460,Very low level of personal hygiene,Symptoms and signs,,"Not washing your body regularly, especially after using the bathroom or before eating, can be unhealthy."
R471,Dysarthria and anarthria,Symptoms and signs,,Dysarthria and anarthria are speech difficulties where people have trouble articulating sounds or forming words correctly.
R480,Dyslexia and alexia,Symptoms and signs,,"""Dyslexia is a learning difficulty that affects reading, while alexia is the inability to read at all."
R490,Dysphonia,Symptoms and signs,,"Dysphonia is a vocal disorder that affects the way you sound when you speak or sing, often causing hoarseness."
R502,Drug induced fever,Symptoms and signs,,"A fever that occurs when a person takes certain medications, often used to treat infections or pain."
R510,"Headache with orthostatic component, not elsewhere classified",Symptoms and signs,,A headache that gets worse when standing up and doesn't fit into any other known medical condition.
U070,Vaping-related disorder,COVID/special,,A vaping-related disorder is an illness caused by breathing in chemicals from e-cigarettes or vapes.
U099,"Post COVID-19 condition, unspecified",COVID/special,,"Some people get sick after having COVID-19; the exact cause isn't always clear, but it's not related to the virus itself."
